DISTRICT_CODE,DISTRICT_KOR_NAME,SGG,CITY_CODE,AGE_UNDER20_PCT_W,AVG_ASSET_LN_W,EXECUTIVE_PCT_W,HIGH_CREDIT_PCT_W,MEME_MOM_AVG_CBRT_W,RESIDENT_RATIO_W,TOTAL_POP_LN_W,VISITOR_RATIO_W,WORKER_RATIO_W,AGE_50S_PCT_W,CASH_ADVANCE_PCT_W,INSTALLMENT_PCT_W,PREMIUM_40PY_RATIO_W,SALES_PER_CAPITA_MONTHLY_LN_W,AGE_20S_PCT_W,AGE_30S_PCT_W,AGE_40S_PCT_W,AGE_60S_PCT_W,AGE_OVER70_PCT_W,AVG_INCOME_LN_W,COFFEE_PCT_W,CREDIT_CARD_INTENSITY_W,DELINQUENT_AMT_CBRT_W,EARLY_MORNING_RATIO_W,ECOMMERCE_PCT_W,FOOD_PCT_W,HIGH_INCOME_PCT_W,JEONSE_PRICE_LN_W,LUNCH_TIME_RATIO_W,MALE_RATIO_W,MEDICAL_PCT_W,MEME_DECLINE_PCT_W,MEME_PRICE_LN_W,MEME_YOY_AVG_LN_W,MORTGAGE_BURDEN_W,MULTI_HOUSING_RATIO_W,NEW_CREDIT_PCT_W,PRICE_RATIO_W,PRICE_VOLATILITY_LN_W,RUSH_HOUR_RATIO_W,SALES_MONTHLY_AVG_LN_W,SEG_ADULT_CHILD_PCT_W,SEG_INFANT_PCT_W,SEG_NEWLYWED_PCT_W,SEG_SENIOR_PCT_W,SEG_SINGLE_PCT_W,SEG_TEEN_PCT_W,TOTAL_HOUSEHOLDS_LN_W,AGE_DATA_RELIABLE_W,HAS_ECOMMERCE_W,HAS_RICHGO_APT_W,IS_GHOST_ECONOMY_W,LOW_RESIDENT_FLAG_W,SPH_LOW_QUALITY_W,WORKER_DOMINANT_W
11140133,충무로5가,중구,11140,-1.060894777,-1.141148656,-0.7989616426,-1.009490289,-0.1943864218,-0.3749424792,0.09569442812,-0.2339696264,0.8012077611,-0.3115770078,-0.3043549288,0.3132022855,0.3942997729,-0.2604469306,2.084084897,1.461343473,-0.1522880746,-0.6661223376,-0.7097682253,-0.8536033889,-0.04346787195,-0.7347581196,0.3100660452,-0.2491275667,-0.2770004093,1.048607723,-0.5257370028,0.0005162408522,-0.4064248347,-0.3695638281,-0.3642292462,0.07785304006,-0.1406885044,-0.3242717576,0.2588181574,-0.5360102617,-0.5010472038,0.3423216893,-0.3940099771,-0.6084766732,-0.6797672503,0.05197082817,-1.416452121,-0.8139273291,-0.1605724886,1.110322539,-1.138795777,0.3100886409,1,0,0,0,0,0,0
11140134,인현동2가,중구,11140,-0.5888717289,-0.8306555743,-0.297180684,0.5332694087,-0.1943864218,-1.213690265,0.349347746,0.5944551634,1.40452442,-0.275898456,-0.0665973043,0.0800518278,-0.6473649311,-0.373607636,0.2600975914,1.649741172,0.6382967386,-0.3453126021,-0.4775748705,-0.03442473084,-0.1486224961,0.08492060214,1.472296587,-0.3992463791,-0.2770004093,0.6099663922,-0.2374161099,0.0005162408522,-0.508476981,-0.1407654003,-0.3617755438,0.07785304006,-0.1406885044,-0.3242717576,1.209518501,-0.5269389356,1.100685264,0.3423216893,-0.3940099771,-0.4243126371,-0.6252547792,0.7592746974,-1.44314958,0.4205192971,0.05496105314,0.3395307485,-0.7883473613,0.3100886409,1,0,0,0,0,0,0
11140135,예관동,중구,11140,-0.4289300349,-0.4152014256,-0.1027405625,-0.6899976165,-0.1943864218,-0.6777421608,-1.232303318,-0.3294041622,1.366089189,0.6167260531,0.06426154329,0.01707440531,0.1498083271,0.4165453355,-1.337835574,-0.6863902942,-1.855207762,1.833925248,0.4588114453,-0.6933626551,-0.312196356,-0.7338453371,-1.276381867,-0.05965722098,-0.2770004093,-0.6338580902,-0.4426614913,0.0005162408522,0.7531426775,0.2949610174,-0.3666829486,0.07785304006,-0.1406885044,-0.3242717576,-1.443735552,1.632036658,0.3210809653,0.3423216893,-0.3940099771,0.01067603724,-0.8238177216,0.8000806899,-1.073199074,-0.3879563102,1.238240197,-0.633691209,-0.01663452788,0.3100886409,1,0,0,1,0,0,0
11140136,묵정동,중구,11140,-0.03297681682,-0.9632453822,-0.993401764,-0.6347119993,-0.1943864218,0.3787574545,0.3910935864,-0.6912601103,0.006879649754,-0.2891127345,-0.2306316344,0.173847989,-0.6420566877,-0.4913377701,1.275267331,0.775575849,0.4058648035,-0.5259706097,-0.4420480184,-0.9296457802,-0.2633366316,-0.6626482989,-0.7112401103,-0.3861292013,-0.2770004093,0.3012768729,-0.6537710265,0.0005162408522,0.8041687506,-0.2456313464,0.1903074938,0.07785304006,-0.1406885044,-0.3242717576,-0.08945820611,-0.4417332662,-0.387650215,0.3423216893,-0.3940099771,0.6196601812,-0.8508625898,-0.8438178634,-1.446963503,-0.1184644411,-0.8050177784,2.113714377,-1.761613429,0.3100886409,1,0,0,0,0,0,0
11140137,필동1가,중구,11140,-0.2299781716,-0.9365064581,-1.394826531,-0.877968715,-0.1943864218,-0.9174891241,-0.3994600688,0.3253827917,1.171583625,-0.04002358574,-0.678500648,0.1162303471,-0.6526731745,0.1311758875,0.6406566256,1.35678275,-0.3926258578,-0.3161480807,-0.4648867091,-0.7654638418,0.03088388252,-0.3144217595,-0.7440095422,-0.317628384,-0.2770004093,1.169924863,-0.5433294641,0.0005162408522,-0.8707621003,-0.1542241314,-0.300432984,0.07785304006,-0.1406885044,-0.3242717576,-0.1376991889,1.484627611,-0.7561904287,0.3423216893,-0.3940099771,-0.5711919297,-0.409965883,-0.04907258173,-1.084640842,-0.5183556017,-0.001077667709,-0.130535457,0.9130524621,0.3100886409,1,0,0,0,0,0,0
11140138,필동2가,중구,11140,-0.1148981723,-0.8847138962,-0.9181346202,-1.149159216,-0.1943864218,-0.663078738,0.238862749,0.8781078114,0.281749788,0.00952995844,0.08453544925,0.5932508239,0.3933630241,-0.00521869101,0.1543291405,0.1274877649,0.1955692432,0.266332222,-0.116596677,-1.382854354,-0.009478498482,-0.9780146668,-0.7076892903,-0.2564148877,-0.2770004093,0.7511432772,-0.7221861536,0.0005162408522,0.4099923356,0.05326463898,-0.256266341,0.07785304006,-0.1406885044,-0.3242717576,-1.188411326,-0.1141936015,-0.7845396759,0.3423216893,-0.3940099771,-0.80958832,0.07840271658,-0.4124402288,-1.363057202,0.1771072863,-0.2898926136,1.255332611,-1.100664085,0.3100886409,1,0,0,0,0,0,0
11140139,필동3가,중구,11140,-0.009570715256,-1.300775456,-1.300742601,-0.9629339794,-0.1943864218,-0.1931160361,0.2866658531,-0.5852217372,0.8210077287,-0.04993429458,-0.7319500364,0.07871188264,0.9875740348,-0.1248607384,1.517912601,-0.2314098515,-0.2155348597,-0.1840976087,-0.1679837309,-1.164257943,0.01388919578,-0.9830349707,-0.4408082356,-0.4021613075,-0.2770004093,0.3081846104,-0.7085031282,0.0005162408522,-0.2138014086,-0.06730316,-0.3298774127,0.07785304006,-0.1406885044,-0.3242717576,-0.9072016948,0.1349438883,-1.422397738,0.3423216893,-0.3940099771,-0.2932511144,-0.1332008763,-0.280306539,-1.694868481,-0.6139817488,-0.4989601491,1.756541919,-1.661744709,0.3100886409,1,0,0,0,0,0,0
11140140,남학동,중구,11140,-1.357372063,-2.485282529,-1.589266652,-0.7685613883,-0.1943864218,-0.7070690065,-1.069011838,-0.00863808357,1.13198369,-0.3366841369,0.3868009564,0.9818349201,2.4626412,0.03822441422,-0.6897445756,-1.288320942,-0.3720706527,1.278989216,1.525885824,-0.9850007241,-0.312196356,-1.11584483,-2.163521147,0.1881116926,-0.2770004093,-0.09289589775,-0.6518163085,0.0005162408522,0.8424383055,0.4205758405,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,0.5282616954,1.169075055,1.837765691,0.3423216893,-0.3940099771,-1.322536003,-1.464769389,0.1705025205,-1.24863952,1.576726348,-1.14771611,0.5954881233,-0.0402398616,0.3100886409,1,0,0,1,0,0,0
11140141,주자동,중구,11140,-1.357372063,-0.6375917012,-1.589266652,-2.114620679,-0.1943864218,-0.7180665736,-1.214401422,0.2299482559,0.9374781262,0.8453330703,-0.8517503898,-0.3661499103,-0.6598549156,-0.2404367416,0.0765582207,-1.154558576,1.019358619,-0.1476419569,0.3902953734,-2.295066862,0.401580487,-1.519751105,-2.163521147,-0.4619173396,-0.2770004093,-1.395867882,-0.8863824587,0.0005162408522,1.573386803,1.933561523,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,-1.708472653,0.3950489161,-0.7561904287,0.3423216893,-0.3940099771,0.5846351192,-2.284959311,3.3747445,-2.579698557,-1.700642511,1.063658028,-0.05559736623,-2.364457336,0.3100886409,1,0,0,1,0,1,0
11140142,예장동,중구,11140,1.338230633,-0.4892216594,-0.2407303261,-0.2820479568,-0.1943864218,-0.9688111041,0.1984815989,1.368535287,0.3364908748,0.1205298974,-0.02236332765,0.4672959789,0.6019457645,-0.3721008228,0.09522324145,-0.08445964636,0.06275099458,-0.1119964308,-0.1667149147,-0.3990171805,-0.2548392882,-0.2235998967,-0.5457257329,-0.2272656037,-0.2770004093,0.2421293707,-0.5013030289,0.0005162408522,0.0489828681,-0.07964033013,0.08970569582,0.07785304006,-0.1406885044,-0.3242717576,-0.4553837097,-0.277153494,-0.7561904287,0.3423216893,-0.3940099771,1.11001105,-0.8094235362,0.1238671006,-0.1921829205,-0.8487004735,0.2058345324,-0.2239647649,0.3973667098,0.3100886409,1,0,0,0,0,0,0
11140143,장충동1가,중구,11140,0.4956109767,0.04162273078,0.2986842044,-0.09582271985,-0.1943864218,0.9726260793,0.5151551505,-1.208197179,-0.483460724,-0.01954145415,-0.1513790929,0.3976188306,2.420175252,-0.2197878553,0.4965211876,-0.1127193012,0.3505238666,-0.2480975307,0.006478489221,1.527777973,-0.2091660676,-0.2391171999,-0.2218961347,0.005928667923,-0.2770004093,0.204568548,-0.5286690797,0.0005162408522,0.5924105471,-0.1469339854,-0.2489052339,0.07785304006,-0.1406885044,-0.3242717576,-0.6871757489,-0.2512354196,-0.2033801081,0.3423216893,-0.3940099771,-0.5937887439,-0.0650175374,1.101267777,-1.263895211,-0.5009690295,0.7899304305,-0.1928216622,-0.6303732048,0.3100886409,1,0,0,0,0,0,0
11140144,장충동2가,중구,11140,0.1659750464,-1.858818493,-1.206658671,-1.089217968,-0.1943864218,-0.05894571714,0.7235919813,0.5520398141,-0.3902844059,-0.1384699602,-0.1771822459,0.5892309884,-0.4153634697,0.00303125179,1.598794357,-0.234235817,-0.3847200097,-0.195439367,-0.1115214124,-1.301891122,-0.2707718071,-1.128167395,-0.2420180293,0.5976591322,-0.271445903,-0.3882016756,-0.8199220495,0.0005162408522,-0.03776145625,0.1104642459,-0.300432984,0.07785304006,-0.1406885044,-0.3242717576,-0.9483830215,0.3549235444,-0.8554127939,0.3423216893,-0.3940099771,-0.6276839653,0.7002150891,0.2968067829,0.3036270359,0.8812634605,1.085211383,-0.5548602304,-0.4869254076,0.3100886409,1,1,0,0,0,0,0
11140145,광희동1가,중구,11140,-1.03163715,-1.420485409,-1.118847004,-2.207151344,-0.1943864218,-1.1975605,-0.1055412588,2.138638971,0.02318550541,-0.2223806283,0.6061277572,0.5061543885,-0.1867967541,0.2047583846,1.773001218,0.06531652424,-0.4938207139,0.02977554835,-0.08233864101,-1.296430618,-0.203855228,-1.522945844,-0.4902791855,-0.4240232704,0.07848799962,-0.8967838485,-0.8365371518,0.0005162408522,1.532565945,-0.1833847153,-0.3691366509,0.07785304006,-0.1406885044,-0.3242717576,-1.186058107,0.3238218552,-1.635017092,0.3423216893,-0.3940099771,0.3699653838,0.1228304249,-0.5115404962,-0.06632347005,0.2292670029,-0.7899304305,0.395977622,0.3882877353,0.3100886409,1,1,0,0,0,0,0
11140146,광희동2가,중구,11140,-0.1187991892,-1.15233054,-0.9557681921,-0.5811722436,-0.1943864218,-0.05601303257,0.2321664323,1.006679339,-0.7956013894,-0.1880235044,-0.1145174457,0.09613116972,-0.04659667856,-0.6216509384,0.3036493065,0.2348744532,-0.1870738064,0.2436487054,0.08197304992,-0.8787723359,-0.1666793508,-0.8223852435,-0.2857037324,-0.2637022087,-0.2770004093,-0.9766545633,-0.7495522044,0.0005162408522,1.629515484,-0.2063767142,-0.02071091169,0.07785304006,-0.1406885044,-0.3242717576,-0.4330281323,-0.603397255,-0.7703650523,0.3423216893,-0.3940099771,-0.3158479287,-1.367133424,-1.364580053,0.2959991904,0.8899567466,-0.7576003992,0.9604463574,-0.2054771977,0.3100886409,1,0,0,0,0,0,0
11140147,쌍림동,중구,11140,-0.7176052874,-1.405905512,-0.7550558087,-0.886698023,-0.1943864218,-0.8617681174,0.08610525266,-0.03514767684,1.399865605,0.08022634814,-0.04448031598,0.4284375693,0.2441077098,-0.2664433571,0.629250224,-0.1701805993,0.08014386047,-0.1071356772,0.2608761265,-0.8683445428,0.3112962137,-0.8579837626,-0.3797555313,0.07588694942,-0.2770004093,1.254112913,-0.6195634629,0.0005162408522,-0.8452490637,-0.04767584389,-0.3372385199,0.07785304006,-0.1406885044,-0.3242717576,-0.1306395329,0.1741449758,-0.8412381703,0.3423216893,-0.3940099771,-0.4390005663,-0.706109903,-1.104198958,0.5439041686,0.2988132917,-0.4838728012,0.6928103191,-0.1727928895,0.3100886409,1,0,0,0,0,0,0
11140148,을지로6가,중구,11140,-0.9731218961,-1.225195233,-0.6860609269,-1.489602228,-0.1943864218,-0.6234874963,-0.4512576749,0.9814952251,0.1280088632,-0.5216840352,-0.3246288348,0.8880387589,0.03864746539,0.4897464804,1.18609001,1.639379298,-0.5033077317,-0.2399962747,-0.3005750181,-0.710007022,-0.2197877468,-0.9725379715,-0.7329191694,-0.1660521074,-0.2770004093,-0.7396328205,-0.7065484102,0.0005162408522,0.7263539891,-0.03141321053,0.1927611962,0.07785304006,-0.1406885044,-0.3242717576,-0.8413115719,1.15838385,-1.068032148,0.3423216893,-0.3940099771,-0.9225723912,0.3319666331,-0.4357579388,0.1320005125,0.2727334334,-0.4149020678,0.4232278369,-0.1510033506,0.3100886409,1,0,0,1,0,0,0
11140149,을지로7가,중구,11140,-0.9341117269,-3.662075325,-0.6672441409,-1.82713547,-0.1943864218,-0.84417201,-0.926591678,2.530980952,-0.8829541876,0.33658335,-0.6324235889,0.6414888496,2.4626412,0.1428896313,0.01434148487,-0.9689868425,-0.1364763783,0.5085597749,0.603456486,-1.314344791,0.0298217146,-1.382377332,-1.881116563,-0.1952013914,-0.2770004093,-0.1719031453,-0.8863824587,0.0005162408522,0.1625158808,0.5041321291,-0.3519607342,0.07785304006,-0.1406885044,-0.3242717576,0.3953048404,-1.607722636,-1.606667845,0.3423216893,-0.3940099771,0.6625941283,-1.046920413,-1.607472865,1.016830589,-0.718301182,-1.115386079,0.8816153788,0.4609195314,0.3100886409,1,0,0,1,0,0,0
11140150,을지로4가,중구,11140,-0.8892500322,-0.3761572257,-1.187841885,0.7910749711,-0.1943864218,-1.291406406,-0.5294494164,1.51301257,0.7220078908,-0.216434203,0.07347695509,0.0371735827,-0.1315285729,1.067819048,0.4871886772,0.9790453638,-0.463778491,0.1731677786,-0.08741390559,1.358025794,-0.2856421579,0.8799541953,-0.5286950731,-0.09609382592,2.655778965,-1.368236932,1.325380865,0.0005162408522,0.1956828284,0.5002066659,-0.3323311151,0.07785304006,-0.1406885044,-0.3242717576,0.5494406634,1.632036658,1.469225477,0.3423216893,-0.3940099771,1.343888078,1.532531968,0.8311709699,0.6392522372,0.05540128091,-0.03340769897,-1.020060326,0.840420666,0.3100886409,1,1,0,1,0,0,0
11140151,을지로5가,중구,11140,-0.01737274911,-0.5227354236,-0.5104375914,-0.3774883907,-0.1943864218,-0.6146894426,-0.04171146106,0.8979900063,0.187408766,-0.1576306639,-0.3080410935,0.3212419565,-0.6317524505,0.05773789482,0.7754595532,0.69362285,0.01847824504,-0.1200976867,-0.3754351708,-0.3955129063,-0.2590879599,-0.3924646668,0.09864870897,-0.184999142,-0.2770004093,-1.175252016,-0.4465709272,0.0005162408522,2.068339713,-0.2781566131,-0.312701496,0.07785304006,-0.1406885044,-0.3242717576,-0.1494652823,-0.6332030405,-0.387650215,0.3423216893,-0.3940099771,-0.2243308309,-0.1290339456,0.6115958676,-1.355429357,-0.7965407569,2.290043881,-0.4244484881,-0.8991108504,0.3100886409,1,0,0,0,0,0,0
11140152,주교동,중구,11140,-1.357372063,-0.2194158635,-0.5355266393,-1.086308199,-0.1943864218,-0.9189554664,-0.2632930868,1.192246492,0.4110319293,-0.1133628311,0.7978083227,3.416515275,-0.6598549156,0.1567688473,-0.7830696794,-0.80790681,-0.7483890237,1.381065041,1.115423801,-1.066594784,-0.2282850902,-0.7133077299,-0.4357636645,-0.3861292013,-0.2770004093,0.7891358334,-0.8111258189,0.0005162408522,-0.292891822,1.382875111,-0.3642292462,0.07785304006,-0.1406885044,-0.3242717576,-1.267244152,-0.2379524065,-0.4443487094,0.3423216893,-0.3940099771,-0.5711919297,-0.1821320793,0.8097964024,-1.09608261,-0.6400616071,1.617579231,-0.4487790371,-0.626741615,0.3100886409,1,0,0,0,0,0,0
11140153,방산동,중구,11140,-0.4289300349,-0.05134773646,-0.242522401,-0.5848801211,-0.1943864218,-0.3331517242,-0.9624131737,0.9258250793,-0.2842963441,-0.327434142,0.06968547111,0.01016411651,0.1213050641,0.2906125005,-0.8442494696,-1.358970079,0.780602005,1.061875556,1.062767931,-0.008524647653,-0.312196356,-0.2528350176,0.1461205574,-0.1427326803,-0.2770004093,-1.358738793,-0.02799600958,0.0005162408522,0.5936861989,1.096316295,-0.356868139,0.07785304006,-0.1406885044,-0.3242717576,-0.08016299235,0.3950489161,-0.2845804458,0.3423216893,-0.3940099771,1.090803758,-0.7598631035,1.668665386,-1.61096218,-0.5096623156,2.479713398,-1.113489634,-0.6993734111,0.3100886409,1,0,0,1,0,1,0
11140154,오장동,중구,11140,-1.021884608,-1.196239092,-1.037307598,-0.7999868971,-0.1943864218,-0.6337518923,0.159415403,0.08414549288,0.9328193103,-0.4344697974,-0.2251023873,-0.2200958879,0.07080917537,-0.1812245516,2.953045307,0.9074542382,-0.6962104261,-0.6709830912,-0.5410156778,-0.7543037428,-0.2261607544,-0.6197475195,0.03837566979,0.5174986014,-0.2770004093,-0.2349362499,-0.5638540022,0.0005162408522,-0.180634461,-0.05720911171,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,-0.4165556016,-0.8978913749,-0.7420158051,0.3423216893,-0.3940099771,0.2999152596,-0.4194049599,1.303354597,-1.542311571,-1.865814947,4.24708844,-1.481367534,-0.9081898249,0.3100886409,1,0,0,0,0,0,0
11140155,을지로3가,중구,11140,-0.6883476605,-0.4317054379,-0.02120115673,-1.264386082,-0.1943864218,-1.157236088,-0.3334312002,2.035251558,0.04997369685,0.1126013303,2.432622376,0.9791550298,-0.2695429012,0.3257625344,-0.4232495571,0.356390969,-0.07322959329,0.4153953315,0.161274059,-0.7745349167,-0.2643987995,-0.6516949084,-0.06897021272,-0.3788418803,-0.2770004093,1.288651601,-0.6733182056,0.0005162408522,-0.5786378316,0.774428311,-0.3372385199,0.07785304006,-0.1406885044,-0.3242717576,-1.267244152,1.632036658,1.001462898,0.3423216893,-0.3940099771,-0.5452055933,0.1106843785,-1.335432915,-1.103710456,-0.2227838743,-0.9472699159,2.291813995,-1.659928914,0.3100886409,1,0,0,0,0,0,0
11140156,입정동,중구,11140,0.4468482652,1.261681508,2.782499949,2.344891792,-0.1943864218,-0.8661671442,0.4830989525,1.461318863,0.09190303997,-0.2600413219,-0.6637559891,-0.1852573138,-0.651424176,-0.4776672928,-0.171271777,2.224354153,1.457342605,-0.8151854471,-0.9127788087,2.163998897,-0.2474041128,2.843805832,1.573926322,-0.3015962778,-0.2770004093,0.02108177089,2.408294592,0.0005162408522,-0.08623622573,-0.1020715485,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,4.733463463,-1.010958974,0.3069063417,0.3423216893,-0.3940099771,0.4773002515,-0.7031033594,-0.3172262464,-1.652915331,-0.805234043,0.05280571773,1.350708362,-1.313112088,0.3100886409,1,0,0,0,0,0,0
11140157,산림동,중구,11140,-1.211083929,0.6431846164,2.769955426,1.381758145,-0.1943864218,-1.212957094,-0.5016641696,1.589890391,0.5298317348,-0.01954145415,-0.32094267,-0.01374433336,-0.6536099233,0.07708744618,-0.9510548661,-0.6694345013,-0.557067499,1.044862919,1.173154936,1.291303902,-0.1220682981,1.967078202,1.705234472,-0.01739075924,-0.2770004093,-0.8838318407,1.106452459,0.0005162408522,0.4023384246,0.187291169,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,3.690987591,-0.8914118563,0.5620495666,0.3423216893,-0.3940099771,0.9292365365,-0.6597249768,-0.1734337016,-0.1807411523,-0.4314227407,0.6972510075,0.4514512736,-1.09158511,0.3100886409,1,0,0,0,0,0,0
11140158,충무로3가,중구,11140,-0.9926269808,-0.8152573035,0.08542729698,-0.3908733296,-0.1943864218,-1.070721893,-0.2255098027,0.05763589961,1.650276959,-0.2633448915,-0.2269454697,-0.07270192037,0.2603446896,0.182302155,1.031585116,1.028028765,-0.01946982599,0.1431931316,-0.5289619244,-0.282366717,-0.03921920027,-0.2884074571,-0.4158740816,-0.3890441297,-0.2770004093,1.14315738,-0.3048538781,0.0005162408522,-1.088898563,0.7239580696,-0.3544144366,0.07785304006,-0.1406885044,-0.3242717576,0.656512113,1.632036658,-0.07580849565,0.3423216893,-0.3940099771,0.1801521441,-0.07733149895,-0.4240990838,-0.6269701131,-0.0836912967,-0.4019700553,0.5419609157,0.03965511409,0.3100886409,1,0,0,0,0,0,0
11140159,초동,중구,11140,-0.4835442718,-0.3208900966,0.2924119424,-0.6475149843,-0.1943864218,-1.173365853,-0.7778406346,1.050420168,0.9409722382,0.03001209003,4.603773397,-0.1276396719,-0.6598549156,0.4601366189,0.05478236316,-0.03641823315,-0.9112494953,0.9241542051,0.08451068221,-0.2968973405,0.4355698604,0.7193044681,0.01173091177,-0.3278306334,-0.2770004093,1.05422026,-0.08397075339,0.0005162408522,-0.8299412418,0.7733067501,-0.3028866864,0.07785304006,-0.1406885044,-0.3242717576,-0.9601491149,0.01215701103,1.171558382,0.3423216893,-0.3940099771,-0.2638752559,-0.1448148513,-0.1831494141,-0.7718991772,-0.5009690295,-0.6800083242,1.132706644,-0.8972950555,0.3100886409,1,0,0,1,0,0,0
11140160,인현동1가,중구,11140,-1.357372063,-0.4405603665,-1.589266652,-1.295229637,-0.1943864218,-1.317067396,-0.7225861288,0.7389324467,1.442959652,0.5024225446,-0.3909797997,1.976074228,0.5341875988,0.3222197677,-0.7996608089,-0.971812808,-0.6234766233,0.5361040451,1.254993577,-1.409220539,-0.1815497017,-0.9323755397,-0.9569045026,-0.4371404482,-0.2770004093,-0.6675333104,-0.8384918697,0.0005162408522,1.248095587,0.1497188782,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,-1.531981252,0.5522248855,0.03758849319,0.3423216893,-0.3940099771,0.4580929594,-0.3852480384,1.297525169,-1.260081288,-1.465923787,0.8718331763,-0.2259112088,-0.6176626405,0.3100886409,1,0,0,1,0,0,0
11140161,저동2가,중구,11140,0.5755818237,-0.9999239948,-0.5417989013,1.145484875,-0.1943864218,-1.635263672,-0.2995370295,1.520965448,1.260101127,-0.5097911846,-0.1919269048,-0.1463989041,0.5351243477,0.8440881142,1.137353567,1.811763193,0.3521050362,-0.8880967506,-0.7370477724,0.2028909693,-0.2835178221,0.4833501813,1.061274879,-0.2826492432,5.385263405,-1.163595209,-0.1738877776,0.0005162408522,1.106498234,-0.2568469556,-0.3102477936,0.07785304006,-0.1406885044,-0.3242717576,2.312001449,1.632036658,1.214082252,0.3423216893,-0.3940099771,0.1575553299,1.317698064,-0.8554767184,1.096922966,0.5248387303,-0.854590493,0.03880516364,0.8149995373,0.3100886409,1,1,0,1,0,0,0
11140162,신당동,중구,11140,0.5170665698,0.4483858948,-0.07765151457,0.6118331805,-0.4634627454,1.592155694,1.991864288,-1.28374952,-1.401247457,0.1443155986,0.2172373792,0.2033267825,0.05988043897,-0.7250900954,-0.0706880541,-0.08445964636,0.1750140381,0.09296534475,-0.02651073058,-0.1556602483,-0.1295034736,0.0004882171046,0.538604023,-0.06548707777,-0.2770004093,0.4122324064,-0.3410161596,-0.748895636,-0.3694309317,-0.2327333958,0.1608630651,0.07785304006,-0.7047819099,0.3920525711,-0.1929998277,-0.7883875107,0.6045734374,0.2063332758,-1.297229374,-0.4062351857,0.5548670546,0.4678033227,-0.2837170663,-0.5009690295,0.4989601491,-0.1967145501,-0.2508720703,2.569400947,1,0,1,0,0,0,0
11140163,흥인동,중구,11140,0.07820216559,0.7447485766,0.5307578977,0.2178504136,-0.1943864218,0.5327233943,0.6444025099,0.2445285322,-1.061153896,-0.191327074,-0.116360528,0.6213896722,1.654226955,-0.5414210999,1.224456997,0.6427554713,0.793251362,-0.48546433,-0.6393489292,-0.216636492,-0.07320857374,0.2930350215,1.867379135,0.4402529989,-0.2770004093,0.8625305443,-0.3693595694,0.0005162408522,-0.6998247553,-0.5675193307,1.174242152,0.07785304006,-0.1406885044,-0.3242717576,0.5694430222,-0.4825542333,0.2643824709,0.3423216893,-0.3940099771,-0.3237568136,-0.6537404387,-0.4668482188,-0.4591575124,0.6291581635,-0.6390569513,1.203751847,-1.186006445,0.3100886409,1,0,0,0,0,0,0
11140164,무학동,중구,11140,-0.4932968142,-1.336099007,-0.7989616426,-0.7516847262,-0.1943864218,1.091399804,-0.3354005261,-0.538829949,-1.260318276,0.0201013812,0.7130265341,-0.01642422368,-0.1533860457,-0.06388734228,0.6541369183,0.5513825873,-0.1412198872,-0.05528763911,-0.2079514395,-0.9916358729,-0.2399689373,-0.6348084314,0.1361659622,0.4373380705,-0.2770004093,0.02453563963,-0.832627716,0.0005162408522,-0.1678779428,0.1014917586,-0.1409423288,0.07785304006,-0.1406885044,-0.3242717576,-0.9283806628,-0.3238060279,0.0517631168,0.3423216893,-0.3940099771,-0.3508729907,-0.7701847155,-0.6048113361,-0.3638094439,0.7160910245,-0.7037170138,0.648042109,-0.02752929729,0.3100886409,1,0,0,0,0,0,0
11140165,황학동,중구,11140,0.1854801311,-0.1991972121,-0.4916208054,0.2580052303,-2.002408108,1.328214083,1.341552648,-1.095531408,-1.14734199,-0.09420212738,0.08084928453,0.5262535659,-0.09843011407,-0.5760654138,0.3803832807,0.7746338605,0.3805660895,-0.2626797914,-0.3481556236,-0.4034821179,-0.1751766942,-0.134603599,0.6136176645,-0.281191779,-0.2770004093,-0.6476735652,-0.5560351306,-0.676925933,0.8437139573,-0.2725488085,-0.05260904275,0.6902969552,-1.568671717,-0.004187400992,0.06820744494,-0.5087962836,0.477001825,2.658592093,2.412511257,-0.3644310793,0.1272713327,0.6776627125,-0.2265082252,-0.04022486619,0.4968048137,-0.266786531,-0.4378989452,-1.138117528,1,0,1,0,0,0,0
11140166,서소문동,중구,11140,-1.357372063,-0.2301707124,-0.4100813996,-1.046153382,-0.1943864218,-1.320000081,-1.214401422,0.6169883176,1.554771233,-0.6558089614,-0.7282638717,-1.834729805,-0.4444026836,1.345730065,-0.8660253271,0.1293717419,1.738790799,1.325166375,0.1016397002,0.1482105154,-0.1762388621,1.972098506,-0.3610760177,-0.324915705,-0.2770004093,-0.7240904112,0.1193199101,0.0005162408522,1.24299298,0.9140626457,-0.344599627,0.07785304006,-0.1406885044,-0.3242717576,-0.320073636,1.632036658,-0.9688097828,0.3423216893,-0.3940099771,0.5518697385,1.28661637,-0.3463733839,0.3875333362,0.498758872,-0.9149398847,-0.0127756001,0.8295258966,0.3100886409,1,0,0,1,0,0,0
